date_received,product,sub_product,issue,channel,company_response,timely_response,consumer_disputed,complaint_id,client_id
9/20/2016,Credit card,,Closing/Cancelling account,Branch,Closed with explanation,Yes,No,CR2120430,C00000829
9/19/2016,Credit card,,Identity theft / Fraud / Embezzlement,Branch,Closed with monetary relief,Yes,No,CR2119879,C00000121
9/19/2016,Credit card,,Late fee,Email,Closed with explanation,Yes,No,CR2118493,C00001119
9/19/2016,Credit card,,APR or interest rate,Phone Support,Closed with explanation,Yes,No,CR2119080,C00004115
9/19/2016,Bank account or service,Savings account,"Account opening, closing, or management",Branch,Closed with explanation,Yes,No,CR2118524,C00003701
9/19/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Phone Support,Closed with explanation,Yes,No,CR2119922,C00004273
9/15/2016,Bank account or service,Checking account,"Account opening, closing, or management",Email,Closed with non-monetary relief,Yes,No,CR2114448,C00004994
9/14/2016,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Phone Support,Closed with explanation,Yes,No,CR2111298,C00000948
9/14/2016,Bank account or service,Checking account,"Making/receiving payments, sending money",Mobile App,Closed with explanation,Yes,No,CR2111636,C00004488
9/14/2016,Bank account or service,Checking account,"Account opening, closing, or management",Email,Closed with monetary relief,Yes,No,CR2112926,C00002732
9/13/2016,Credit card,,Closing/Cancelling account,Branch,Closed with monetary relief,Yes,No,CR2110710,C00002652
9/13/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Branch,Closed with explanation,Yes,No,CR2109011,C00000048
9/12/2016,Credit card,,Other,Email,Closed with explanation,Yes,No,CR2106806,C00002205
9/12/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR2106553,C00004886
9/12/2016,Bank account or service,Other bank product/service,Deposits and withdrawals,Branch,Closed with explanation,Yes,No,CR2107839,C00003274
9/9/2016,Credit card,,Unsolicited issuance of credit card,Phone Support,Closed with explanation,Yes,No,CR2104830,C00003436
9/9/2016,Bank account or service,Other bank product/service,Deposits and withdrawals,Mobile App,Closed with explanation,Yes,No,CR2102776,C00004225
9/9/2016,Bank account or service,Savings account,Deposits and withdrawals,Mobile App,Closed with monetary relief,Yes,No,CR2104114,C00004388
9/7/2016,Bank account or service,Checking account,Deposits and withdrawals,Email,Closed with explanation,Yes,Yes,CR2100334,C00002207
8/31/2016,Bank account or service,Checking account,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR2089964,C00003703
8/31/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR2090579,C00001089
8/26/2016,Credit card,,Rewards,Branch,Closed with explanation,Yes,No,CR2083973,C00001542
8/24/2016,Credit card,,Closing/Cancelling account,Branch,Closed with explanation,Yes,No,CR2079025,C00001530
8/24/2016,Credit card,,Closing/Cancelling account,Mobile App,Closed with explanation,Yes,No,CR2078889,C00002058
8/24/2016,Bank account or service,Other bank product/service,Deposits and withdrawals,Branch,Closed with explanation,Yes,No,CR2080151,C00003850
8/17/2016,Credit card,,Billing disputes,Branch,Closed with explanation,Yes,No,CR2068994,C00000876
8/17/2016,Bank account or service,Checking account,Deposits and withdrawals,Email,Closed with explanation,Yes,Yes,CR2067841,C00004417
8/16/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Branch,Closed with monetary relief,Yes,No,CR2065657,C00001554
8/12/2016,Bank account or service,Savings account,"Account opening, closing, or management",Branch,Closed with explanation,Yes,No,CR2059861,C00003762
8/12/2016,Bank account or service,Checking account,"Account opening, closing, or management",Phone Support,Closed with explanation,Yes,No,CR2058582,C00004524
8/12/2016,Bank account or service,Checking account,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,No,CR2061433,C00000723
8/12/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with monetary relief,Yes,No,CR2061914,C00000237
8/10/2016,Bank account or service,Checking account,"Making/receiving payments, sending money",Phone Support,Closed with explanation,Yes,No,CR2055729,C00000478
8/9/2016,Credit card,,Closing/Cancelling account,Branch,Closed with monetary relief,Yes,No,CR2053433,C00000015
8/4/2016,Credit card,,Closing/Cancelling account,Email,Closed with non-monetary relief,Yes,No,CR2047529,C00004706
8/4/2016,Bank account or service,Checking account,"Account opening, closing, or management",Phone Support,Closed with explanation,Yes,Yes,CR2047441,C00011943
8/2/2016,Credit card,,Other,Branch,Closed with explanation,Yes,No,CR2042159,C00001824
8/2/2016,Bank account or service,Other bank product/service,Using a debit or ATM card,Branch,Closed with monetary relief,Yes,No,CR2042383,C00004820
7/28/2016,Bank account or service,Other bank product/service,Deposits and withdrawals,Email,Closed with monetary relief,Yes,No,CR2035955,C00000911
7/27/2016,Credit card,,Identity theft / Fraud / Embezzlement,Email,Closed with monetary relief,Yes,No,CR2032168,C00003210
7/27/2016,Credit card,,Billing disputes,Phone Support,Closed with monetary relief,Yes,No,CR2032442,C00005200
7/26/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR2029764,C00000703
7/21/2016,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Mobile App,Closed with explanation,Yes,No,CR2024387,C00003802
7/13/2016,Credit card,,Credit determination,Mobile App,Closed with explanation,Yes,No,CR2011299,C00003514
7/13/2016,Bank account or service,Other bank product/service,Deposits and withdrawals,Email,Closed with explanation,Yes,No,CR2011177,C00007796
7/12/2016,Credit card,,Other,Phone Support,Closed with explanation,Yes,No,CR2009490,C00009505
7/12/2016,Bank account or service,Checking account,Deposits and withdrawals,Email,Closed with explanation,Yes,No,CR2008113,C00000393
7/8/2016,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Branch,Closed with explanation,Yes,No,CR2004264,C00001846
7/6/2016,Credit card,,Identity theft / Fraud / Embezzlement,Email,Closed with explanation,Yes,No,CR2001165,C00003455
6/29/2016,Bank account or service,Checking account,"Account opening, closing, or management",Branch,Closed with explanation,Yes,Yes,CR1990253,C00002295
6/28/2016,Bank account or service,Checking account,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR1988571,C00000469
6/27/2016,Credit card,,Billing disputes,Mobile App,Closed with explanation,Yes,No,CR1986130,C00000257
6/27/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Branch,Closed with explanation,Yes,No,CR1986094,C00003917
6/22/2016,Credit card,,Payoff process,Branch,Closed with explanation,Yes,No,CR1979353,C00003098
6/17/2016,Credit card,,Identity theft / Fraud / Embezzlement,Email,Closed with explanation,Yes,Yes,CR1974115,C00002169
6/14/2016,Credit card,,Billing disputes,Phone Support,Closed with explanation,Yes,No,CR1968121,C00004305
6/14/2016,Bank account or service,Savings account,Deposits and withdrawals,Email,Closed with explanation,Yes,Yes,CR1967343,C00003479
6/14/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,No,CR1968804,C00000548
6/8/2016,Credit card,,Late fee,Email,Closed with monetary relief,Yes,No,CR1959194,C00004592
6/7/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Branch,Closed with non-monetary relief,Yes,No,CR1957744,C00004230
6/1/2016,Credit card,,Rewards,Mobile App,Closed with explanation,Yes,No,CR1949866,C00000863
6/1/2016,Credit card,,Rewards,Branch,Closed with explanation,Yes,No,CR1949659,C00004919
5/25/2016,Credit card,,Identity theft / Fraud / Embezzlement,Phone Support,Closed with explanation,Yes,No,CR1941546,C00002042
5/25/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,No,CR1942110,C00002677
5/25/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR1941376,C00002709
5/25/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR1940659,C00001619
5/24/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,No,CR1940052,C00000856
5/23/2016,Credit card,,Credit line increase/decrease,Branch,Closed with explanation,Yes,No,CR1937602,C00004630
5/18/2016,Bank account or service,Checking account,Deposits and withdrawals,Email,Closed with explanation,Yes,No,CR1930395,C00008333
5/11/2016,Credit card,,Other fee,Phone Support,Closed with explanation,Yes,No,CR1919514,C00004728
5/11/2016,Credit card,,Credit line increase/decrease,Email,Closed with monetary relief,Yes,No,CR1919645,C00003548
5/11/2016,Credit card,,Credit line increase/decrease,Branch,Closed with monetary relief,Yes,No,CR1919975,C00006946
5/10/2016,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Phone Support,Closed with non-monetary relief,Yes,No,CR1917514,C00003983
5/9/2016,Credit card,,Credit determination,Mobile App,Closed with explanation,Yes,No,CR1916042,C00000616
5/5/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with explanation,Yes,Yes,CR1912592,C00005334
5/4/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Phone Support,Closed with explanation,Yes,Yes,CR1909608,C00003958
5/4/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with explanation,Yes,Yes,CR1910899,C00005775
5/4/2016,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Branch,Closed with explanation,Yes,No,CR1910227,C00000107
5/3/2016,Bank account or service,Other bank product/service,Deposits and withdrawals,Email,Closed with explanation,Yes,No,CR1907400,C00006112
4/28/2016,Bank account or service,Checking account,Deposits and withdrawals,Mobile App,Closed with explanation,Yes,No,CR1900945,C00002845
4/27/2016,Credit card,,Identity theft / Fraud / Embezzlement,Branch,Closed with explanation,Yes,No,CR1899878,C00002645
4/26/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR1898039,C00003629
4/22/2016,Bank account or service,Other bank product/service,Deposits and withdrawals,Email,Closed with monetary relief,Yes,No,CR1892105,C00001461
4/21/2016,Credit card,,Identity theft / Fraud / Embezzlement,Mobile App,Closed with monetary relief,Yes,No,CR1891272,C00000784
4/13/2016,Credit card,,Delinquent account,Branch,Closed with non-monetary relief,Yes,No,CR1877516,C00002270
4/13/2016,Credit card,,Other fee,Email,Closed with monetary relief,Yes,No,CR1878237,C00000061
4/12/2016,Credit card,,Billing disputes,Phone Support,Closed with explanation,Yes,No,CR1875589,C00002391
4/12/2016,Credit card,,Other,Email,Closed with explanation,Yes,No,CR1875991,C00000793
4/12/2016,Bank account or service,Checking account,Deposits and withdrawals,Branch,Closed with explanation,Yes,No,CR1875796,C00000958
4/11/2016,Credit card,,Billing disputes,Mobile App,Closed with explanation,Yes,Yes,CR1874694,C00000952
4/11/2016,Credit card,,Billing disputes,Branch,Closed with explanation,Yes,No,CR1874408,C00006275
4/11/2016,Credit card,,Billing disputes,Email,Closed with explanation,Yes,No,CR1873543,C00001086
4/11/2016,Credit card,,Delinquent account,Mobile App,Closed with monetary relief,Yes,No,CR1874223,C00009505
4/11/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR1874363,C00000618
4/8/2016,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Branch,Closed with explanation,Yes,No,CR1870285,C00001153
4/4/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Branch,Closed with non-monetary relief,Yes,Yes,CR1863672,C00002301
4/1/2016,Bank account or service,Checking account,"Account opening, closing, or management",Branch,Closed with explanation,Yes,No,CR1860467,C00006750
3/30/2016,Credit card,,Closing/Cancelling account,Email,Closed with explanation,Yes,No,CR1856319,C00003131
3/29/2016,Credit card,,Late fee,Mobile App,Closed with monetary relief,Yes,No,CR1854125,C00000959
3/25/2016,Bank account or service,Checking account,Problems caused by my funds being low,Email,Closed with explanation,Yes,No,CR1850371,C00004104
3/24/2016,Bank account or service,Other bank product/service,Using a debit or ATM card,Email,Closed with explanation,Yes,No,CR1849018,C00004026
3/22/2016,Credit card,,Other,Phone Support,Closed with explanation,Yes,No,CR1843712,C00002141
3/18/2016,Credit card,,Credit line increase/decrease,Email,Closed with explanation,Yes,No,CR1839619,C00004432
3/18/2016,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Mobile App,Closed with explanation,Yes,No,CR1839721,C00001310
3/16/2016,Credit card,,Other,Mobile App,Closed with explanation,Yes,No,CR1834278,C00004536
3/16/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR1835332,C00010479
3/16/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR1835930,C00000740
3/15/2016,Credit card,,Billing disputes,Branch,Closed with monetary relief,Yes,Yes,CR1833581,C00000249
3/14/2016,Credit card,,APR or interest rate,Email,Closed with explanation,Yes,No,CR1831653,C00003092
3/11/2016,Credit card,,Billing disputes,Phone Support,Closed with explanation,Yes,No,CR1828100,C00000513
3/9/2016,Credit card,,Closing/Cancelling account,Email,Closed with non-monetary relief,Yes,No,CR1824920,C00000327
3/9/2016,Bank account or service,Checking account,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,No,CR1823750,C00002385
3/8/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Branch,Closed with explanation,Yes,Yes,CR1823106,C00000900
3/7/2016,Credit card,,Identity theft / Fraud / Embezzlement,Branch,Closed with explanation,Yes,No,CR1819921,C00001112
3/7/2016,Credit card,,Other,Phone Support,Closed with explanation,Yes,Yes,CR1820535,C00004460
3/4/2016,Credit card,,Closing/Cancelling account,Mobile App,Closed with explanation,Yes,No,CR1816814,C00001943
3/4/2016,Credit card,,Credit determination,Phone Support,Closed with explanation,Yes,No,CR1818167,C00011131
3/2/2016,Bank account or service,Checking account,Deposits and withdrawals,Email,Closed with monetary relief,Yes,No,CR1813349,C00001070
2/29/2016,Bank account or service,Checking account,Deposits and withdrawals,Email,Closed with explanation,Yes,No,CR1809005,C00002694
2/25/2016,Bank account or service,Checking account,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,No,CR1804301,C00003816
2/24/2016,Bank account or service,Checking account,"Account opening, closing, or management",Email,Closed with explanation,Yes,Yes,CR1802785,C00001886
2/23/2016,Credit card,,Identity theft / Fraud / Embezzlement,Mobile App,Closed with explanation,Yes,No,CR1799864,C00002393
2/22/2016,Credit card,,Identity theft / Fraud / Embezzlement,Mobile App,Closed with non-monetary relief,Yes,No,CR1797317,C00011754
2/19/2016,Credit card,,Credit determination,Mobile App,Closed with explanation,Yes,No,CR1795747,C00006551
2/18/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Phone Support,Closed with non-monetary relief,Yes,Yes,CR1792706,C00003037
2/16/2016,Credit card,,Billing disputes,Phone Support,Closed with explanation,Yes,No,CR1790071,C00003543
2/16/2016,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Branch,Closed with explanation,Yes,No,CR1788844,C00000626
2/12/2016,Credit card,,Billing disputes,Email,Closed with explanation,Yes,Yes,CR1786858,C00006749
2/9/2016,Bank account or service,Savings account,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR1780662,C00003436
2/8/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Mobile App,Closed with non-monetary relief,Yes,No,CR1777183,C00001706
2/3/2016,Bank account or service,(CD) Certificate of deposit,"Making/receiving payments, sending money",Mobile App,Closed with explanation,Yes,No,CR1772134,C00003880
2/2/2016,Credit card,,Billing disputes,Mobile App,Closed with explanation,Yes,No,CR1769933,C00001958
2/2/2016,Bank account or service,Other bank product/service,Deposits and withdrawals,Email,Closed with explanation,Yes,No,CR1768779,C00004789
2/1/2016,Credit card,,Transaction issue,Email,Closed with explanation,Yes,No,CR1766940,C00003598
1/27/2016,Credit card,,Identity theft / Fraud / Embezzlement,Branch,Closed with explanation,Yes,No,CR1761571,C00001793
1/26/2016,Bank account or service,Checking account,Using a debit or ATM card,Mobile App,Closed with explanation,Yes,No,CR1759470,C00003219
1/26/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with non-monetary relief,Yes,No,CR1757625,C00000567
1/25/2016,Credit card,,Transaction issue,Mobile App,Closed with explanation,Yes,No,CR1755925,C00013588
1/21/2016,Credit card,,Transaction issue,Mobile App,Closed with monetary relief,Yes,No,CR1752002,C00003505
1/21/2016,Credit card,,Other,Phone Support,Closed with non-monetary relief,Yes,No,CR1751734,C00001343
1/21/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,Yes,CR1752931,C00002615
1/21/2016,Bank account or service,Other bank product/service,Deposits and withdrawals,Mobile App,Closed with explanation,Yes,No,CR1751316,C00004243
1/20/2016,Credit card,,Delinquent account,Email,Closed with explanation,Yes,No,CR1750873,C00003682
1/20/2016,Credit card,,Late fee,Email,Closed with monetary relief,Yes,No,CR1750681,C00003764
1/20/2016,Credit card,,Other,Email,Closed with explanation,Yes,No,CR1750285,C00000060
1/13/2016,Credit card,,Billing disputes,Email,Closed with explanation,Yes,No,CR1739982,C00004021
1/13/2016,Credit card,,Other fee,Mobile App,Closed with monetary relief,Yes,No,CR1741597,C00003127
1/13/2016,Credit card,,Other,Phone Support,Closed with explanation,Yes,No,CR1741538,C00003564
1/12/2016,Bank account or service,Checking account,"Account opening, closing, or management",Mobile App,Closed with monetary relief,Yes,No,CR1739146,C00002734
1/11/2016,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Branch,Closed with explanation,Yes,No,CR1737466,C00006417
1/4/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Branch,Closed with explanation,Yes,No,CR1725940,C00013803
1/4/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",Branch,Closed with non-monetary relief,Yes,No,CR1725353,C00003931
12/31/2015,Bank account or service,Checking account,Problems caused by my funds being low,Mobile App,Closed with explanation,Yes,No,CR1723447,C00001689
12/30/2015,Credit card,,Identity theft / Fraud / Embezzlement,Mobile App,Closed with explanation,Yes,No,CR1722662,C00006175
12/30/2015,Bank account or service,Checking account,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR1722292,C00003287
12/29/2015,Credit card,,Advertising and marketing,Branch,Closed with explanation,Yes,No,CR1721069,C00003536
12/29/2015,Bank account or service,Checking account,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR1720348,C00003522
12/28/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Branch,Closed with monetary relief,Yes,No,CR1718256,C00002573
12/22/2015,Credit card,,Identity theft / Fraud / Embezzlement,Email,Closed with non-monetary relief,Yes,No,CR1712230,C00013448
12/22/2015,Credit card,,Other,Mobile App,Closed with explanation,Yes,No,CR1712593,C00001491
12/16/2015,Bank account or service,Savings account,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,Yes,CR1706813,C00001354
12/11/2015,Credit card,,APR or interest rate,Email,Closed with explanation,Yes,Yes,CR1693351,C00003873
12/11/2015,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Email,Closed with explanation,Yes,No,CR1693184,C00002509
12/11/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Mobile App,Closed with monetary relief,Yes,No,CR1693185,C00001417
12/2/2015,Bank account or service,Checking account,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,No,CR1680495,C00001365
11/30/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Branch,Closed with explanation,Yes,Yes,CR1675811,C00002550
11/24/2015,Bank account or service,Checking account,Deposits and withdrawals,Email,Closed with monetary relief,Yes,No,CR1670934,C00000032
11/17/2015,Credit card,,Credit determination,Mobile App,Closed with explanation,Yes,No,CR1660050,C00003219
11/17/2015,Credit card,,Other,Mobile App,Closed with explanation,Yes,No,CR1660335,C00004901
11/17/2015,Credit card,,Unsolicited issuance of credit card,Mobile App,Closed with non-monetary relief,Yes,No,CR1658837,C00003570
11/13/2015,Credit card,,Other,Phone Support,Closed with non-monetary relief,Yes,No,CR1653725,C00007863
11/10/2015,Credit card,,Closing/Cancelling account,Email,Closed with explanation,Yes,No,CR1648334,C00003367
11/9/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Branch,Closed with non-monetary relief,Yes,Yes,CR1645965,C00003596
11/4/2015,Credit card,,Billing disputes,Branch,Closed with explanation,Yes,No,CR1639357,C00002295
11/4/2015,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Phone Support,Closed with explanation,Yes,No,CR1640566,C00002374
10/30/2015,Credit card,,Identity theft / Fraud / Embezzlement,Branch,Closed with explanation,Yes,No,CR1633043,C00001820
10/30/2015,Credit card,,Billing disputes,Email,Closed with monetary relief,Yes,No,CR1633056,C00002299
10/29/2015,Credit card,,Delinquent account,Phone Support,Closed with non-monetary relief,Yes,No,CR1630524,C00006452
10/29/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,No,CR1630364,C00003140
10/29/2015,Bank account or service,Checking account,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR1630423,C00009611
10/29/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,No,CR1631397,C00002683
10/28/2015,Bank account or service,Checking account,"Account opening, closing, or management",Email,Closed with monetary relief,Yes,No,CR1629513,C00009880
10/27/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,No,CR1627236,C00001612
10/20/2015,Credit card,,Unsolicited issuance of credit card,Email,Closed with explanation,Yes,No,CR1615332,C00011598
10/19/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with explanation,Yes,No,CR1612774,C00000550
10/19/2015,Bank account or service,Other bank product/service,Deposits and withdrawals,Branch,Closed with monetary relief,Yes,No,CR1612696,C00007970
10/15/2015,Credit card,,Closing/Cancelling account,Mobile App,Closed with explanation,Yes,No,CR1608784,C00004534
10/15/2015,Bank account or service,Checking account,Deposits and withdrawals,Phone Support,Closed with explanation,Yes,No,CR1609334,C00003307
10/15/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,No,CR1608859,C00001643
10/7/2015,Credit card,,Rewards,Phone Support,Closed with explanation,Yes,Yes,CR1597893,C00011122
10/2/2015,Credit card,,Billing disputes,Phone Support,Closed with explanation,Yes,Yes,CR1590286,C00003605
10/2/2015,Bank account or service,Checking account,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,Yes,CR1590106,C00004141
9/30/2015,Credit card,,Closing/Cancelling account,Phone Support,Closed with explanation,Yes,No,CR1587313,C00004317
9/29/2015,Credit card,,Billing disputes,Phone Support,Closed with explanation,Yes,Yes,CR1584140,C00001013
9/25/2015,Credit card,,Billing disputes,Phone Support,Closed with explanation,Yes,No,CR1580992,C00003179
9/25/2015,Bank account or service,Other bank product/service,Deposits and withdrawals,Phone Support,Closed with explanation,Yes,No,CR1580111,C00000379
9/24/2015,Credit card,,Closing/Cancelling account,Phone Support,Closed with non-monetary relief,Yes,No,CR1578014,C00008091
9/23/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Email,Closed with explanation,Yes,Yes,CR1577468,C00003217
9/21/2015,Credit card,,Late fee,Mobile App,Closed with explanation,Yes,No,CR1572142,C00004210
9/18/2015,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Phone Support,Closed with explanation,Yes,Yes,CR1571098,C00003835
9/17/2015,Bank account or service,Checking account,Deposits and withdrawals,Email,Closed with explanation,Yes,No,CR1569460,C00002023
9/16/2015,Bank account or service,Other bank product/service,Using a debit or ATM card,Phone Support,Closed with explanation,Yes,Yes,CR1567700,C00004726
9/15/2015,Credit card,,Closing/Cancelling account,Mobile App,Closed with explanation,Yes,No,CR1565229,C00003668
9/15/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Mobile App,Closed with explanation,Yes,No,CR1565363,C00003822
9/9/2015,Credit card,,Credit line increase/decrease,Branch,Closed with explanation,Yes,Yes,CR1557863,C00003983
9/8/2015,Credit card,,Identity theft / Fraud / Embezzlement,Email,Closed with explanation,Yes,No,CR1554953,C00002398
9/8/2015,Credit card,,Credit determination,Mobile App,Closed with explanation,Yes,No,CR1555127,C00000530
9/8/2015,Bank account or service,Checking account,Problems caused by my funds being low,Email,Closed with non-monetary relief,Yes,No,CR1554501,C00003346
9/3/2015,Credit card,,Late fee,Mobile App,Closed with explanation,Yes,No,CR1550838,C00001448
9/3/2015,Credit card,,Credit determination,Mobile App,Closed with non-monetary relief,Yes,No,CR1550513,C00001509
9/3/2015,Bank account or service,Checking account,"Account opening, closing, or management",Mobile App,Closed with non-monetary relief,Yes,Yes,CR1550303,C00003953
9/2/2015,Credit card,,Late fee,Email,Closed with monetary relief,Yes,No,CR1550372,C00001133
9/1/2015,Bank account or service,Other bank product/service,Deposits and withdrawals,Phone Support,Closed,Yes,No,CR1547100,C00002034
8/26/2015,Credit card,,Billing disputes,Phone Support,Closed with explanation,Yes,No,CR1537464,C00001580
8/26/2015,Credit card,,Credit line increase/decrease,Email,Closed with explanation,Yes,No,CR1538323,C00003494
8/21/2015,Credit card,,Billing disputes,Mobile App,Closed with explanation,Yes,No,CR1529786,C00002231
8/20/2015,Credit card,,Credit line increase/decrease,Mobile App,Closed with explanation,Yes,No,CR1528299,C00000543
8/18/2015,Credit card,,Other,Mobile App,Closed with explanation,Yes,No,CR1523348,C00000418
8/18/2015,Credit card,,Credit line increase/decrease,Mobile App,Closed with explanation,Yes,No,CR1524415,C00000154
8/17/2015,Bank account or service,Checking account,Deposits and withdrawals,Phone Support,Closed with explanation,Yes,Yes,CR1522846,C00006829
8/13/2015,Bank account or service,Checking account,Deposits and withdrawals,Mobile App,Closed with explanation,Yes,Yes,CR1516691,C00003538
8/11/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Phone Support,Closed with explanation,Yes,No,CR1512902,C00004708
8/7/2015,Credit card,,Forbearance / Workout plans,Phone Support,Closed with explanation,Yes,No,CR1509215,C00001235
8/7/2015,Bank account or service,Other bank product/service,Deposits and withdrawals,Phone Support,Closed with explanation,Yes,No,CR1509134,C00000394
8/6/2015,Bank account or service,Savings account,"Account opening, closing, or management",Phone Support,Closed with explanation,Yes,No,CR1507355,C00000885
8/3/2015,Bank account or service,Checking account,Deposits and withdrawals,Branch,Closed with explanation,Yes,Yes,CR1500202,C00000557
7/31/2015,Credit card,,Other,Email,Closed with explanation,Yes,No,CR1497595,C00012378
7/31/2015,Credit card,,Credit line increase/decrease,Mobile App,Closed with non-monetary relief,Yes,No,CR1496383,C00001546
7/31/2015,Credit card,,Other,Phone Support,Closed with non-monetary relief,Yes,No,CR1496382,C00000544
7/31/2015,Credit card,,Identity theft / Fraud / Embezzlement,Mobile App,Closed with explanation,Yes,Yes,CR1497477,C00001546
7/31/2015,Bank account or service,Checking account,Deposits and withdrawals,Email,Closed with monetary relief,Yes,No,CR1497460,C00004547
7/31/2015,Bank account or service,Checking account,"Account opening, closing, or management",Branch,Closed with explanation,Yes,No,CR1496351,C00003647
7/30/2015,Credit card,,Billing statement,Mobile App,Closed with monetary relief,Yes,No,CR1495257,C00003938
7/28/2015,Credit card,,Closing/Cancelling account,Phone Support,Closed with explanation,Yes,No,CR1490998,C00005366
